,folder,channel,type,filename,path,subbed,language,name,filetype,hardsub,episode,permalink,name_en,date,segment,name_ja,episode_id,date_id,peertubeid,cct_id,newpath,uploaded,langcheck,in_en,subs_burnt
12,subbed,documental,episode,S01E03 - More Dropouts.mp4,subbed/documental/episode/S01E03 - More Dropouts.mp4,True,en,S01E03 - More Dropouts,mp4,False,S01E03,S01E03-1-en,More Dropouts,2016-12-14,0,,documentalS01E03_0,,documental-S01E03-1-en,documental_20161214_S01E03_0,episode/documental_20161214_S01E03_0_en.mp4,True,documental2016-12-14,True,True
13,subbed,documental,episode,S01E04 - Death Match.mp4,subbed/documental/episode/S01E04 - Death Match.mp4,True,en,S01E04 - Death Match,mp4,False,S01E04,S01E04-1-en,Death Match,2016-12-21,0,,documentalS01E04_0,,documental-S01E04-1-en,documental_20161221_S01E04_0,episode/documental_20161221_S01E04_0_en.mp4,True,documental2016-12-21,True,True
14,subbed,documental,episode,S02E01 - The Beginning of a New Fight.mp4,subbed/documental/episode/S02E01 - The Beginning of a New Fight.mp4,True,en,S02E01 - The Beginning of a New Fight,mp4,False,S02E01,S02E01-1-en,The Beginning of a New Fight,2017-04-26,0,,documentalS02E01_0,,documental-S02E01-1-en,documental_20170426_S02E01_0,episode/documental_20170426_S02E01_0_en.mp4,True,documental2017-04-26,True,True
15,subbed,documental,episode,S02E02 - A Fierce Battle.mp4,subbed/documental/episode/S02E02 - A Fierce Battle.mp4,True,en,S02E02 - A Fierce Battle,mp4,False,S02E02,S02E02-1-en,A Fierce Battle,2017-05-03,0,,documentalS02E02_0,,documental-S02E02-1-en,documental_20170503_S02E02_0,episode/documental_20170503_S02E02_0_en.mp4,True,documental2017-05-03,True,True
16,subbed,documental,episode,S02E03 - A Small Window.mp4,subbed/documental/episode/S02E03 - A Small Window.mp4,True,en,S02E03 - A Small Window,mp4,False,S02E03,S02E03-1-en,A Small Window,2017-05-10,0,,documentalS02E03_0,,documental-S02E03-1-en,documental_20170510_S02E03_0,episode/documental_20170510_S02E03_0_en.mp4,True,documental2017-05-10,True,True
17,subbed,documental,episode,S02E04 - Time Is Running Out.mp4,subbed/documental/episode/S02E04 - Time Is Running Out.mp4,True,en,S02E04 - Time Is Running Out,mp4,False,S02E04,S02E04-1-en,Time Is Running Out,2017-05-17,0,,documentalS02E04_0,,documental-S02E04-1-en,documental_20170517_S02E04_0,episode/documental_20170517_S02E04_0_en.mp4,True,documental2017-05-17,True,True
18,subbed,documental,episode,S02E05 - The Ultimate Victor.mp4,subbed/documental/episode/S02E05 - The Ultimate Victor.mp4,True,en,S02E05 - The Ultimate Victor,mp4,False,S02E05,S02E05-1-en,The Ultimate Victor,2017-05-24,0,,documentalS02E05_0,,documental-S02E05-1-en,documental_20170524_S02E05_0,episode/documental_20170524_S02E05_0_en.mp4,True,documental2017-05-24,True,True
19,subbed,documental,episode,S03E01 - New Challengers.mp4,subbed/documental/episode/S03E01 - New Challengers.mp4,True,en,S03E01 - New Challengers,mp4,False,S03E01,S03E01-1-en,New Challengers,2017-08-02,0,,documentalS03E01_0,,documental-S03E01-1-en,documental_20170802_S03E01_0,episode/documental_20170802_S03E01_0_en.mp4,True,documental2017-08-02,True,True
20,subbed,documental,episode,S03E02 - Technical Compensation.mp4,subbed/documental/episode/S03E02 - Technical Compensation.mp4,True,en,S03E02 - Technical Compensation,mp4,False,S03E02,S03E02-1-en,Technical Compensation,2017-08-09,0,,documentalS03E02_0,,documental-S03E02-1-en,documental_20170809_S03E02_0,episode/documental_20170809_S03E02_0_en.mp4,True,documental2017-08-09,True,True
21,subbed,documental,episode,S03E03 - Mental Battle.mp4,subbed/documental/episode/S03E03 - Mental Battle.mp4,True,en,S03E03 - Mental Battle,mp4,False,S03E03,S03E03-1-en,Mental Battle,2017-08-16,0,,documentalS03E03_0,,documental-S03E03-1-en,documental_20170816_S03E03_0,episode/documental_20170816_S03E03_0_en.mp4,True,documental2017-08-16,True,True
22,subbed,documental,episode,S03E04 - Zombie Time Invocation.mp4,subbed/documental/episode/S03E04 - Zombie Time Invocation.mp4,True,en,S03E04 - Zombie Time Invocation,mp4,False,S03E04,S03E04-1-en,Zombie Time Invocation,2017-08-23,0,,documentalS03E04_0,,documental-S03E04-1-en,documental_20170823_S03E04_0,episode/documental_20170823_S03E04_0_en.mp4,True,documental2017-08-23,True,True
23,subbed,documental,episode,S03E05 - Way of Victory.mp4,subbed/documental/episode/S03E05 - Way of Victory.mp4,True,en,S03E05 - Way of Victory,mp4,False,S03E05,S03E05-1-en,Way of Victory,2017-08-30,0,,documentalS03E05_0,,documental-S03E05-1-en,documental_20170830_S03E05_0,episode/documental_20170830_S03E05_0_en.mp4,True,documental2017-08-30,True,True
24,subbed,documental,episode,S05E01 - The Beginning of the Turbulence.mp4,subbed/documental/episode/S05E01 - The Beginning of the Turbulence.mp4,True,en,S05E01 - The Beginning of the Turbulence,mp4,False,S05E01,S05E01-1-en,The Beginning of the Turbulence,2018-04-20,0,,documentalS05E01_0,,documental-S05E01-1-en,documental_20180420_S05E01_0,episode/documental_20180420_S05E01_0_en.mp4,True,documental2018-04-20,True,True
25,subbed,documental,episode,S05E02 - Stroke of a Society.mp4,subbed/documental/episode/S05E02 - Stroke of a Society.mp4,True,en,S05E02 - Stroke of a Society,mp4,False,S05E02,S05E02-1-en,Stroke of a Society,2018-04-20,0,,documentalS05E02_0,,documental-S05E02-1-en,documental_20180420_S05E02_0,episode/documental_20180420_S05E02_0_en.mp4,True,documental2018-04-20,True,True
26,subbed,documental,episode,S05E03 - Battle of the Edge.mp4,subbed/documental/episode/S05E03 - Battle of the Edge.mp4,True,en,S05E03 - Battle of the Edge,mp4,False,S05E03,S05E03-1-en,Battle of the Edge,2018-04-20,0,,documentalS05E03_0,,documental-S05E03-1-en,documental_20180420_S05E03_0,episode/documental_20180420_S05E03_0_en.mp4,True,documental2018-04-20,True,True
27,subbed,documental,episode,S05E04 - Lethal Weapon.mp4,subbed/documental/episode/S05E04 - Lethal Weapon.mp4,True,en,S05E04 - Lethal Weapon,mp4,False,S05E04,S05E04-1-en,Lethal Weapon,2018-04-20,0,,documentalS05E04_0,,documental-S05E04-1-en,documental_20180420_S05E04_0,episode/documental_20180420_S05E04_0_en.mp4,True,documental2018-04-20,True,True
28,subbed,documental,episode,S05E05 - Laughing at the End.mp4,subbed/documental/episode/S05E05 - Laughing at the End.mp4,True,en,S05E05 - Laughing at the End,mp4,False,S05E05,S05E05-1-en,Laughing at the End,2018-04-20,0,,documentalS05E05_0,,documental-S05E05-1-en,documental_20180420_S05E05_0,episode/documental_20180420_S05E05_0_en.mp4,True,documental2018-04-20,True,True
29,subbed,documental,episode,S06E01 - Unprecedented Challenger.mp4,subbed/documental/episode/S06E01 - Unprecedented Challenger.mp4,True,en,S06E01 - Unprecedented Challenger,mp4,False,S06E01,S06E01-1-en,Unprecedented Challenger,2018-11-30,0,,documentalS06E01_0,,documental-S06E01-1-en,documental_20181130_S06E01_0,episode/documental_20181130_S06E01_0_en.mp4,True,documental2018-11-30,True,True
30,subbed,documental,episode,S06E02 - Auns Breath.mp4,subbed/documental/episode/S06E02 - Auns Breath.mp4,True,en,S06E02 - Auns Breath,mp4,False,S06E02,S06E02-1-en,Auns Breath,2018-11-30,0,,documentalS06E02_0,,documental-S06E02-1-en,documental_20181130_S06E02_0,episode/documental_20181130_S06E02_0_en.mp4,True,documental2018-11-30,True,True
31,subbed,documental,episode,S06E03 - Mouse in the Bag.mp4,subbed/documental/episode/S06E03 - Mouse in the Bag.mp4,True,en,S06E03 - Mouse in the Bag,mp4,False,S06E03,S06E03-1-en,Mouse in the Bag,2018-11-30,0,,documentalS06E03_0,,documental-S06E03-1-en,documental_20181130_S06E03_0,episode/documental_20181130_S06E03_0_en.mp4,True,documental2018-11-30,True,True
32,subbed,documental,episode,S06E04 - Dead Heat.mp4,subbed/documental/episode/S06E04 - Dead Heat.mp4,True,en,S06E04 - Dead Heat,mp4,False,S06E04,S06E04-1-en,Dead Heat,2018-11-30,0,,documentalS06E04_0,,documental-S06E04-1-en,documental_20181130_S06E04_0,episode/documental_20181130_S06E04_0_en.mp4,True,documental2018-11-30,True,True
33,subbed,documental,episode,S07E01 - Champion vs Champion.mp4,subbed/documental/episode/S07E01 - Champion vs Champion.mp4,True,en,S07E01 - Champion vs Champion,mp4,False,S07E01,S07E01-1-en,Champion vs Champion,2019-04-26,0,,documentalS07E01_0,,documental-S07E01-1-en,documental_20190426_S07E01_0,episode/documental_20190426_S07E01_0_en.mp4,True,documental2019-04-26,True,True
34,subbed,documental,episode,S07E02 - Advance Dark Horse.mp4,subbed/documental/episode/S07E02 - Advance Dark Horse.mp4,True,en,S07E02 - Advance Dark Horse,mp4,False,S07E02,S07E02-1-en,Advance Dark Horse,2019-04-26,0,,documentalS07E02_0,,documental-S07E02-1-en,documental_20190426_S07E02_0,episode/documental_20190426_S07E02_0_en.mp4,True,documental2019-04-26,True,True
35,subbed,documental,episode,S07E03 - Aim.mp4,subbed/documental/episode/S07E03 - Aim.mp4,True,en,S07E03 - Aim,mp4,False,S07E03,S07E03-1-en,Aim,2019-04-26,0,,documentalS07E03_0,,documental-S07E03-1-en,documental_20190426_S07E03_0,episode/documental_20190426_S07E03_0_en.mp4,True,documental2019-04-26,True,True
36,subbed,documental,episode,S07E04 - Devils Time.mp4,subbed/documental/episode/S07E04 - Devils Time.mp4,True,en,S07E04 - Devils Time,mp4,False,S07E04,S07E04-1-en,Devils Time,2019-04-26,0,,documentalS07E04_0,,documental-S07E04-1-en,documental_20190426_S07E04_0,episode/documental_20190426_S07E04_0_en.mp4,True,documental2019-04-26,True,True
37,subbed,documental,episode,S07E05 - King Siege.mp4,subbed/documental/episode/S07E05 - King Siege.mp4,True,en,S07E05 - King Siege,mp4,False,S07E05,S07E05-1-en,King Siege,2019-04-26,0,,documentalS07E05_0,,documental-S07E05-1-en,documental_20190426_S07E05_0,episode/documental_20190426_S07E05_0_en.mp4,True,documental2019-04-26,True,True
38,subbed,documental,episode,S08E01 - Welcome to Hell.mp4,subbed/documental/episode/S08E01 - Welcome to Hell.mp4,True,en,S08E01 - Welcome to Hell,mp4,False,S08E01,S08E01-1-en,Welcome to Hell,2020-08-21,0,,documentalS08E01_0,,documental-S08E01-1-en,documental_20200821_S08E01_0,episode/documental_20200821_S08E01_0_en.mp4,True,documental2020-08-21,True,True
39,subbed,documental,episode,S08E02 - Unprecedented.mp4,subbed/documental/episode/S08E02 - Unprecedented.mp4,True,en,S08E02 - Unprecedented,mp4,False,S08E02,S08E02-1-en,Unprecedented,2020-08-21,0,,documentalS08E02_0,,documental-S08E02-1-en,documental_20200821_S08E02_0,episode/documental_20200821_S08E02_0_en.mp4,True,documental2020-08-21,True,True
40,subbed,documental,episode,S08E03 - I Have to Kill It.mp4,subbed/documental/episode/S08E03 - I Have to Kill It.mp4,True,en,S08E03 - I Have to Kill It,mp4,False,S08E03,S08E03-1-en,I Have to Kill It,2020-08-21,0,,documentalS08E03_0,,documental-S08E03-1-en,documental_20200821_S08E03_0,episode/documental_20200821_S08E03_0_en.mp4,True,documental2020-08-21,True,True
41,subbed,documental,episode,S08E04 - Unprecedented Laughter.mp4,subbed/documental/episode/S08E04 - Unprecedented Laughter.mp4,True,en,S08E04 - Unprecedented Laughter,mp4,False,S08E04,S08E04-1-en,Unprecedented Laughter,2020-08-21,0,,documentalS08E04_0,,documental-S08E04-1-en,documental_20200821_S08E04_0,episode/documental_20200821_S08E04_0_en.mp4,True,documental2020-08-21,True,True
42,subbed,documental,episode,S08E05 - Game Over.mp4,subbed/documental/episode/S08E05 - Game Over.mp4,True,en,S08E05 - Game Over,mp4,False,S08E05,S08E05-1-en,Game Over,2020-08-21,0,,documentalS08E05_0,,documental-S08E05-1-en,documental_20200821_S08E05_0,episode/documental_20200821_S08E05_0_en.mp4,True,documental2020-08-21,True,True
43,subbed,documental,episode,S09E01 - 20 Million Impact.mp4,subbed/documental/episode/S09E01 - 20 Million Impact.mp4,True,en,S09E01 - 20 Million Impact,mp4,False,S09E01,S09E01-1-en,20 Million Impact,2021-02-26,0,,documentalS09E01_0,,documental-S09E01-1-en,documental_20210226_S09E01_0,episode/documental_20210226_S09E01_0_en.mp4,True,documental2021-02-26,True,True
44,subbed,documental,episode,S09E02 - Big Player Invasion.mp4,subbed/documental/episode/S09E02 - Big Player Invasion.mp4,True,en,S09E02 - Big Player Invasion,mp4,False,S09E02,S09E02-1-en,Big Player Invasion,2021-02-26,0,,documentalS09E02_0,,documental-S09E02-1-en,documental_20210226_S09E02_0,episode/documental_20210226_S09E02_0_en.mp4,True,documental2021-02-26,True,True
45,subbed,documental,episode,S09E03 - I Wont Laugh.mp4,subbed/documental/episode/S09E03 - I Wont Laugh.mp4,True,en,S09E03 - I Wont Laugh,mp4,False,S09E03,S09E03-1-en,I Wont Laugh,2021-02-26,0,,documentalS09E03_0,,documental-S09E03-1-en,documental_20210226_S09E03_0,episode/documental_20210226_S09E03_0_en.mp4,True,documental2021-02-26,True,True
46,subbed,documental,episode,S09E04 - Winners Tears.mp4,subbed/documental/episode/S09E04 - Winners Tears.mp4,True,en,S09E04 - Winners Tears,mp4,False,S09E04,S09E04-1-en,Winners Tears,2021-02-26,0,,documentalS09E04_0,,documental-S09E04-1-en,documental_20210226_S09E04_0,episode/documental_20210226_S09E04_0_en.mp4,True,documental2021-02-26,True,True
47,subbed,documental,episode,S09E05 - Looking Back at the Fierce Battle.mp4,subbed/documental/episode/S09E05 - Looking Back at the Fierce Battle.mp4,True,en,S09E05 - Looking Back at the Fierce Battle,mp4,False,S09E05,S09E05-1-en,Looking Back at the Fierce Battle,2021-02-26,0,,documentalS09E05_0,,documental-S09E05-1-en,documental_20210226_S09E05_0,episode/documental_20210226_S09E05_0_en.mp4,True,documental2021-02-26,True,True
48,subbed,documental,episode,S04E01 - An Unexpected Challenger.mp4,subbed/documental/episode/S04E01 - An Unexpected Challenger.mp4,True,en,S04E01 - An Unexpected Challenger,mp4,False,S04E01,S04E01-1-en,An Unexpected Challenger,2021-06-04,0,,documentalS04E01_0,,documental-S04E01-1-en,documental_20210604_S04E01_0,episode/documental_20210604_S04E01_0_en.mp4,True,documental2021-06-04,True,True
49,subbed,documental,episode,S04E02 - Consecutive Penalty Cards.mp4,subbed/documental/episode/S04E02 - Consecutive Penalty Cards.mp4,True,en,S04E02 - Consecutive Penalty Cards,mp4,False,S04E02,S04E02-1-en,Consecutive Penalty Cards,2021-06-04,0,,documentalS04E02_0,,documental-S04E02-1-en,documental_20210604_S04E02_0,episode/documental_20210604_S04E02_0_en.mp4,True,documental2021-06-04,True,True
50,subbed,documental,episode,S04E03 - Harsh Time.mp4,subbed/documental/episode/S04E03 - Harsh Time.mp4,True,en,S04E03 - Harsh Time,mp4,False,S04E03,S04E03-1-en,Harsh Time,2021-06-04,0,,documentalS04E03_0,,documental-S04E03-1-en,documental_20210604_S04E03_0,episode/documental_20210604_S04E03_0_en.mp4,True,documental2021-06-04,True,True
51,subbed,documental,episode,S04E04 - Battle to Expose Everything.mp4,subbed/documental/episode/S04E04 - Battle to Expose Everything.mp4,True,en,S04E04 - Battle to Expose Everything,mp4,False,S04E04,S04E04-1-en,Battle to Expose Everything,2021-06-04,0,,documentalS04E04_0,,documental-S04E04-1-en,documental_20210604_S04E04_0,episode/documental_20210604_S04E04_0_en.mp4,True,documental2021-06-04,True,True
52,subbed,documental,episode,S04E05 - The Final Battle.mp4,subbed/documental/episode/S04E05 - The Final Battle.mp4,True,en,S04E05 - The Final Battle,mp4,False,S04E05,S04E05-1-en,The Final Battle,2021-06-04,0,,documentalS04E05_0,,documental-S04E05-1-en,documental_20210604_S04E05_0,episode/documental_20210604_S04E05_0_en.mp4,True,documental2021-06-04,True,True
53,subbed,documental,episode,S10E01 - The Resolve of Kings.mp4,subbed/documental/episode/S10E01 - The Resolve of Kings.mp4,True,en,S10E01 - The Resolve of Kings,mp4,False,S10E01,S10E01-1-en,The Resolve of Kings,2021-12-03,0,,documentalS10E01_0,,documental-S10E01-1-en,documental_20211203_S10E01_0,episode/documental_20211203_S10E01_0_en.mp4,True,documental2021-12-03,True,True
54,subbed,documental,episode,S10E02 - Therefore They are Strong.mp4,subbed/documental/episode/S10E02 - Therefore They are Strong.mp4,True,en,S10E02 - Therefore They are Strong,mp4,False,S10E02,S10E02-1-en,Therefore They are Strong,2021-12-03,0,,documentalS10E02_0,,documental-S10E02-1-en,documental_20211203_S10E02_0,episode/documental_20211203_S10E02_0_en.mp4,True,documental2021-12-03,True,True
55,subbed,documental,episode,S10E03 - Activating the New Rules.mp4,subbed/documental/episode/S10E03 - Activating the New Rules.mp4,True,en,S10E03 - Activating the New Rules,mp4,False,S10E03,S10E03-1-en,Activating the New Rules,2021-12-03,0,,documentalS10E03_0,,documental-S10E03-1-en,documental_20211203_S10E03_0,episode/documental_20211203_S10E03_0_en.mp4,True,documental2021-12-03,True,True
56,subbed,documental,episode,S10E04 - Unleash All of Your Power.mp4,subbed/documental/episode/S10E04 - Unleash All of Your Power.mp4,True,en,S10E04 - Unleash All of Your Power,mp4,False,S10E04,S10E04-1-en,Unleash All of Your Power,2021-12-03,0,,documentalS10E04_0,,documental-S10E04-1-en,documental_20211203_S10E04_0,episode/documental_20211203_S10E04_0_en.mp4,True,documental2021-12-03,True,True
57,subbed,documental,episode,S10E05 - Champion is Strong.mp4,subbed/documental/episode/S10E05 - Champion is Strong.mp4,True,en,S10E05 - Champion is Strong,mp4,False,S10E05,S10E05-1-en,Champion is Strong,2021-12-03,0,,documentalS10E05_0,,documental-S10E05-1-en,documental_20211203_S10E05_0,episode/documental_20211203_S10E05_0_en.mp4,True,documental2021-12-03,True,True
58,subbed,documentaryofdocumental,episode,S02E01.mp4,subbed/documentaryofdocumental/episode/S02E01.mp4,True,en,S02E01,mp4,False,S02E01,S02E01-1-en,,2020-09-04,0,,documentaryofdocumentalS02E01_0,,documentaryofdocumental-S02E01-1-en,documentaryofdocumental_20200904_S02E01_0,episode/documentaryofdocumental_20200904_S02E01_0_en.mp4,True,documentaryofdocumental2020-09-04,True,True
59,subbed,documentaryofdocumental,episode,S02E02.mp4,subbed/documentaryofdocumental/episode/S02E02.mp4,True,en,S02E02,mp4,False,S02E02,S02E02-1-en,,2020-09-04,0,,documentaryofdocumentalS02E02_0,,documentaryofdocumental-S02E02-1-en,documentaryofdocumental_20200904_S02E02_0,episode/documentaryofdocumental_20200904_S02E02_0_en.mp4,True,documentaryofdocumental2020-09-04,True,True
60,subbed,documentaryofdocumental,episode,S02E03.mp4,subbed/documentaryofdocumental/episode/S02E03.mp4,True,en,S02E03,mp4,False,S02E03,S02E03-1-en,,2020-09-04,0,,documentaryofdocumentalS02E03_0,,documentaryofdocumental-S02E03-1-en,documentaryofdocumental_20200904_S02E03_0,episode/documentaryofdocumental_20200904_S02E03_0_en.mp4,True,documentaryofdocumental2020-09-04,True,True
61,subbed,documentaryofdocumental,episode,S02E04.mp4,subbed/documentaryofdocumental/episode/S02E04.mp4,True,en,S02E04,mp4,False,S02E04,S02E04-1-en,,2020-09-04,0,,documentaryofdocumentalS02E04_0,,documentaryofdocumental-S02E04-1-en,documentaryofdocumental_20200904_S02E04_0,episode/documentaryofdocumental_20200904_S02E04_0_en.mp4,True,documentaryofdocumental2020-09-04,True,True
62,subbed,freeze,episode,S01E01.mp4,subbed/freeze/episode/S01E01.mp4,True,en,S01E01,mp4,False,S01E01,S01E01-1-en,,2016-11-30,0,,freezeS01E01_0,,freeze-S01E01-1-en,freeze_20161130_S01E01_0,episode/freeze_20161130_S01E01_0_en.mp4,True,freeze2016-11-30,True,True
63,subbed,freeze,episode,S01E02.mp4,subbed/freeze/episode/S01E02.mp4,True,en,S01E02,mp4,False,S01E02,S01E02-1-en,,2018-09-26,0,,freezeS01E02_0,,freeze-S01E02-1-en,freeze_20180926_S01E02_0,episode/freeze_20180926_S01E02_0_en.mp4,True,freeze2018-09-26,True,True
64,subbed,freeze,episode,S01E03.mp4,subbed/freeze/episode/S01E03.mp4,True,en,S01E03,mp4,False,S01E03,S01E03-1-en,,2018-10-03,0,,freezeS01E03_0,,freeze-S01E03-1-en,freeze_20181003_S01E03_0,episode/freeze_20181003_S01E03_0_en.mp4,True,freeze2018-10-03,True,True
65,subbed,freeze,episode,S01E04.mp4,subbed/freeze/episode/S01E04.mp4,True,en,S01E04,mp4,False,S01E04,S01E04-1-en,,2018-10-10,0,,freezeS01E04_0,,freeze-S01E04-1-en,freeze_20181010_S01E04_0,episode/freeze_20181010_S01E04_0_en.mp4,True,freeze2018-10-10,True,True
66,subbed,freeze,episode,S01E05.mp4,subbed/freeze/episode/S01E05.mp4,True,en,S01E05,mp4,False,S01E05,S01E05-1-en,,2018-10-17,0,,freezeS01E05_0,,freeze-S01E05-1-en,freeze_20181017_S01E05_0,episode/freeze_20181017_S01E05_0_en.mp4,True,freeze2018-10-17,True,True
67,subbed,gakinotsukai,special,SP 1995.04.02 - Hamada New York City Mechanical Pencil Batsu Game.mp4,subbed/gakinotsukai/special/SP 1995.04.02 - Hamada New York City Mechanical Pencil Batsu Game.mp4,True,en,SP 1995.04.02 - Hamada New York City Mechanical Pencil Batsu Game,mp4,False,SP,1995-04-02-1-en,Hamada New York City Mechanical Pencil Batsu Game, 1995-04-02,0,,gakinotsukaiSP_0,gakinotsukai 1995-04-02_0,gakinotsukai-1995-04-02-1-en,gakinotsukai_ 19950402_SP_0,episode/gakinotsukai_19950402_SP_0_en.mp4,True,gakinotsukai 1995-04-02,True,True
68,subbed,gakinotsukai,special,SP 2004.12.28 - No Laughing Batsu #2004 - Yugawara.mp4,subbed/gakinotsukai/special/SP 2004.12.28 - No Laughing Batsu #2004 - Yugawara.mp4,True,en,SP 2004.12.28 - No Laughing Batsu #2004 - Yugawara,mp4,False,SP,2004-12-28-1-en,No Laughing Batsu #2004 - Yugawara, 2004-12-28,0,,gakinotsukaiSP_0,gakinotsukai 2004-12-28_0,gakinotsukai-2004-12-28-1-en,gakinotsukai_ 20041228_SP_0,episode/gakinotsukai_20041228_SP_0_en.mp4,True,gakinotsukai 2004-12-28,True,True
69,subbed,gakinotsukai,special,SP 2005.10.04 - No Laughing Batsu #2005 - High School.mp4,subbed/gakinotsukai/special/SP 2005.10.04 - No Laughing Batsu #2005 - High School.mp4,True,en,SP 2005.10.04 - No Laughing Batsu #2005 - High School,mp4,False,SP,2005-10-04-1-en,No Laughing Batsu #2005 - High School, 2005-10-04,0,,gakinotsukaiSP_0,gakinotsukai 2005-10-04_0,gakinotsukai-2005-10-04-1-en,gakinotsukai_ 20051004_SP_0,episode/gakinotsukai_20051004_SP_0_en.mp4,True,gakinotsukai 2005-10-04,True,True
70,subbed,gakinotsukai,special,SP 2006.12.31 - No Laughing Batsu #2006 - Police Station.mp4,subbed/gakinotsukai/special/SP 2006.12.31 - No Laughing Batsu #2006 - Police Station.mp4,True,en,SP 2006.12.31 - No Laughing Batsu #2006 - Police Station,mp4,False,SP,2006-12-31-1-en,No Laughing Batsu #2006 - Police Station, 2006-12-31,0,,gakinotsukaiSP_0,gakinotsukai 2006-12-31_0,gakinotsukai-2006-12-31-1-en,gakinotsukai_ 20061231_SP_0,episode/gakinotsukai_20061231_SP_0_en.mp4,True,gakinotsukai 2006-12-31,True,True
