date,episode,segment,name_ja,name_en,description_ja,metadata,subbed,ccturl,panelist_1,panelist_2,panelist_3,panelist_4,panelist_5
2014-06-11,7,2,バラエティ番組の黒人枠 向こう10年ボビー説,,,,FALSE,,,,,,
2014-06-11,7,3,下駄 世界一走りにくい履物説,,,,FALSE,,,,,,
2014-06-11,7,4,二宮という人のあだ名 100%ニノ説,,,,FALSE,,,,,,
2014-06-18,8,1,くまモンの発音で熊本が割れている説,,,,FALSE,,,,,,
2014-06-18,8,2,営業芸人No.1はテツandトモ説,,,,FALSE,,,,,,
2014-06-18,8,3,福男 選ばれた時点でその年の運使い果たしてる説,,,,FALSE,,,,,,
2014-06-18,8,4,結婚式でコブクロの「永遠にともに」使う人 絶滅説,,,,FALSE,,,,,,
2014-07-09,9,1,宇多田ヒカルの歌唱力 頭2つ抜けてる説,,,,FALSE,,,,,,
2014-07-09,9,2,ビートたけし 本気で弟子を売る気ない説,,,,FALSE,,,,,,
2014-07-09,9,3,狩野英孝 実は大喜利最強説,,,,FALSE,,,,,,
2014-07-09,9,4,野球モノマネ芸人 リアルにバッティング上手い説,,,,FALSE,,,,,,
2014-07-09,9,5,ランク王国のテーマ どうでもよすぎる説,,,,FALSE,,,,,,
2014-07-16,10,1,100歳の人の話 今聞いておかないと後悔する説,,,,FALSE,,,,,,
2014-07-16,10,2,コロッケ にらめっこ最強説,,,,FALSE,,,,,,
2014-07-16,10,3,馬の前にニンジンをぶらさげても実際には走らないんじゃないか説,,,,FALSE,,,,,,
2014-07-16,10,4,勉三さんを超える浪人生など存在しない説,,,,FALSE,,,,,,
2014-07-23,11,1,室伏広治 ハンマー投げじゃなければ100億稼げてた説,,,,FALSE,,,,,,
2014-07-23,11,2,売れてる芸人が連れてる後輩芸人 ほぼほぼポンコツ説,,,,FALSE,,,,,,
2014-07-23,11,3,スーパーで最も万引きされているのは刺身説,,,,FALSE,,,,,,
2014-07-23,11,4,"今dj hondaのキャップ被ってる人 誰も""h""の意味分かってない説",,,,FALSE,,,,,,
2014-07-30,12,1,尼崎 日本一愉快な街説,,,,FALSE,,,,,,
2014-07-30,12,2,くまだまさし 世界で通用する芸人No.1説,Can a Japanese comedian entertain English-speaking audiences?,,,TRUE,,,,,,
2014-07-30,12,3,街中のコワモテがイヤフォンで聴いてる曲 やっぱり長渕説,,,,FALSE,,,,,,
2014-07-30,12,4,東京都練馬区大泉学園町6丁目 陸の孤島説,,,,FALSE,,,,,,
2014-08-06,13,1,PL学園野球部 この世の地獄説,,,,FALSE,,,,,,
2014-08-06,13,2,黒板消しのあのイタズラ 成功率0%説,,,,FALSE,,,,,,
2014-08-06,13,3,ロメロスペシャル 整体中にかけられても気付かない説,,,,FALSE,,,,,,
2014-08-13,14,1,ゆとり世代の学力 ヤバ過ぎる説,,,,FALSE,,,,,,
2014-08-13,14,2,下積み時代の芸人 行き着く先は謎のバイト説,,,,FALSE,,,,,,
2014-08-13,14,3,ドレミの歌 突然の「ソは青い空」はいかがなものか説,,,,FALSE,,,,,,
2014-08-13,14,4,小指の爪だけ伸ばしてる人 絶滅説,,,,FALSE,,,,,,
2014-08-27,15,1,テレビのヴォリューム100 不要説,,,,FALSE,,,,,,
2014-08-27,15,2,10年に1人の逸材 10年に1人以上出ている説,,,,FALSE,,,,,,
2014-08-27,15,3,数珠つなぎ6人で誰の電話番号にでもたどり着ける説,A string of six people can reach anyone's phone number.,,,TRUE,,,,,,
2014-08-27,15,4,イタコ バラエティ以外の使い道 謎説,,,,FALSE,,,,,,
2014-09-03,16,1,"芸人が今までで""一番面白かった瞬間""は誰が見ても面白い説",,,,FALSE,,,,,,
2014-09-03,16,2,モノマネ芸人に音痴いない説,,,,FALSE,,,,,,
2014-09-03,16,3,野村克也 著書の中でエピソードの再生もすごい説,,,,FALSE,,,,,,
2014-09-10,17,1,「まわしが取れたら負け」以上に不可解なスポーツのルールはないんじゃないか説,,,,FALSE,,,,,,
2014-09-10,17,2,刑務所を出て最初に食べたいもの ファストフード説,,,,FALSE,,,,,,
2014-09-10,17,3,20歳を超えたサーファーに童貞などいない説,,,,FALSE,,,,,,
2014-10-22,18,1,むつみ荘 都内で最もお得説,,,,FALSE,,,,,,
2014-10-22,18,2,双子の対決 なんだかんだで引き分け説,,,,FALSE,,,,,,
2014-10-22,18,3,ざわちん 似顔絵描かせたら上手い説,,,,FALSE,,,,,,
2014-10-22,18,4,2千円札 沖縄の中だけで流通している説,,,,FALSE,,,,,,
2014-10-29,19,1,オネエが好きな芸能人No.1 山田ルイ53世説,,,,FALSE,,,,,,
2014-10-29,19,2,勝俣州和の自伝が電車の網棚に置かれていても持って帰る人0人説,,,,FALSE,,,,,,
2014-10-29,19,3,ネットに転がる芸能人のイイ話 ほぼほぼデマ説,,,,FALSE,,,,,,
2014-10-29,19,4,絵描き歌 知っていなければ絶対に描けない説,,,,FALSE,,,,,,
2014-10-29,19,5,FBI透視捜査官だったらアメリカ横断ウルトラクイズの〇×にダイブするヤツ問題が分からなくても泥まみれにならない説,,,,FALSE,,,,,,
2014-11-05,20,1,マンガのあるある 成功率0％説,Manga matches reality 0% of the time.,,,TRUE,,,,,,
2014-11-05,20,2,テキ屋 インチキ説,,,,FALSE,,,,,,
2014-11-05,20,3,中華街のコンビニで肉まん買うヤツ マジで0人説,,,,FALSE,,,,,,
2014-11-05,20,4,全国のご家庭のAIBO 瀕死説,,,,FALSE,,,,,,
2014-11-12,21,1,蛭子能収を超えるクズ そうそういない説,,,,FALSE,,,,,,
2014-11-12,21,2,アンガールズ田中の母親 業界で一番NGが少ない説,,,,FALSE,,,,,,
2014-11-12,21,3,甲子園の応援団 どんな曲でも最後「かっとばせ～」につなげられる説,,,,FALSE,,,,,,
2014-11-19,22,1,あらゆる業界の現役最年長で山本昌より活躍出来てる人いない説,,,,FALSE,,,,,,
2014-11-19,22,2,徳永英明とMay J.で人気カバー曲 全て押さえてる説,,,,FALSE,,,,,,
2014-11-19,22,3,ベタな名前の山田太郎 太郎はともかく山田は謎説,,,,FALSE,,,,,,
2014-11-26,23,1,替え歌 いまだに嘉門達夫が最強説,,,,FALSE,,,,,,
2014-11-26,23,2,美人ならヒッチハイク本州縦断の旅 1日で終わる説,,,,FALSE,,,,,,
2014-11-26,23,3,始球式でストライクを投げた女性いない説,,,,FALSE,,,,,,
2014-12-03,24,1,レオパルドンよりも一瞬で殺されたものなどいない説,,,,FALSE,,,,,,
2014-12-03,24,2,女子中高生の人気No.1芸人NON STYLE そんなわけない説,,,,FALSE,,,,,,
2014-12-03,24,3,浪速の〇〇 何でもあり説,,,,FALSE,,,,,,
2014-12-03,24,4,コロナの瓶に入ったライム 処分する人めちゃ困ってる説,,,,FALSE,,,,,,
2014-12-10,25,1,大友康平 普通にも歌える説,,,,FALSE,,,,,,
2014-12-10,25,2,クワマンの箸の持ち方 信じられない説,,,,FALSE,,,,,,
2014-12-10,25,3,「おべんとうばこのうた」のおかず 渋すぎる説,,,,FALSE,,,,,,
2014-12-10,25,4,布袋のギターを遠目から携帯で撮影するとQRコードと認識されどこかのホームページに飛ぶんじゃないか説,,,,FALSE,,,,,,
2014-12-10,25,5,ジャイアントスイング かけた方とかけられた方のダメージ とんとん説,,,,FALSE,,,,,,
2014-12-10,25,6,村会議員なら誰でもなれる説,,,,FALSE,,,,,,
2014-12-10,25,7,漢字4文字以上の苗字で名前が3文字以上の人の親 どうかしてる説,,,,FALSE,,,,,,
2014-12-10,25,8,香川県のソバ屋でうどん置いてる店 マジで0軒説,,,,FALSE,,,,,,
2014-12-10,25,9,ハイキングウォーキング もうさすがにコーラ一気飲みしてもゲップをせずに山手線の駅名 全部言える説,,,,FALSE,,,,,,
2014-12-10,25,10,現実に2度見なんて無い説,,,,FALSE,,,,,,
2014-12-10,25,11,目出し帽 犯罪者しか買ってない説,,,,FALSE,,,,,,
2014-12-10,25,12,ボルゾイを飼っている人の自宅 豪邸説,,,,FALSE,,,,,,
2014-12-10,25,13,一発屋のライブ 一発の曲を歌うのはやっぱりラスト説,,,,FALSE,,,,,,
2014-12-10,25,14,芸人の宣材写真 総じて古すぎる説,,,,FALSE,,,,,,
2014-12-10,25,15,今の小学生 かっけ検査しても反応しない説,,,,FALSE,,,,,,
2014-12-10,25,16,ボロボロの自販機 実は中身入ってるんじゃないか説,,,,FALSE,,,,,,
2014-12-10,25,17,ぴの ボルトより速い説,,,,FALSE,,,,,,
2015-01-07,26,1,天龍源一郎以上のハスキーいない説,,,,FALSE,,,,,,
2015-01-07,26,2,バレーボールマシン バラエティでしか使っていない説,,,,FALSE,,,,,,
2015-01-07,26,3,ハマダー生存説,,,,FALSE,,,,,,
2015-01-07,26,4,「ざます」をマジで使っている金持ちなどいない説,,,,FALSE,,,,,,
2015-01-14,27,1,忘年会の日本エレキテル連合 地獄説,,,,FALSE,,,,,,
2015-01-14,27,2,金田一のトリック アクロバティックすぎてほぼSASUKE説,,,,FALSE,,,,,,
2015-01-14,27,3,子役の泣きスイッチ たいてい母親を殺している説,,,,FALSE,,,,,,
2015-01-14,27,4,シンバルだけで食べている人などいない説,,,,FALSE,,,,,,
2015-01-21,28,1,一番痛い凶器 なんだかんだでパイプ椅子説,,,,FALSE,,,,,,
2015-01-21,28,2,テレビ番組のBGM ロッキーに頼りすぎ説,,,,FALSE,,,,,,
2015-01-21,28,3,子供は正直者というが実は意外に気を使っている説,,,,FALSE,,,,,,
2015-01-21,28,4,床屋 ほぼゴルゴ置いてある説,,,,FALSE,,,,,,
2015-01-28,29,1,2014年 一番ドッキリにかけられたの俺説,,,,FALSE,,,,,,
2015-01-28,29,2,罰ゲームの足ツボ ヒクソン・グレイシーでもギブアップする説,,,,FALSE,,,,,,
2015-01-28,29,3,ブックオフの福袋 買うヤツどうかしてる説,,,,FALSE,,,,,,
2015-01-28,29,4,コインランドリーで年越しちゃうヤツ 人生に絶望してる説,,,,FALSE,,,,,,
2015-02-04,30,1,林家ペー ピンクの服しか持っていない説,,,,FALSE,,,,,,
2015-02-04,30,2,タメ口ハーフ 年下にタメ口きかれても 怒る訳にいかない説,,,,FALSE,,,,,,
2015-02-04,30,3,早食い対決 メニューが餅ならジャイアント白田よりすすり餅おじいさんの方が強い説,,,,FALSE,,,,,,
2015-02-04,30,4,アパートに住んでるフェラーリオーナー マジで0人説,,,,FALSE,,,,,,
2015-02-04,30,5,獅子舞 プロがやっても たむけんがやっても 大差ない説,,,,FALSE,,,,,,
2015-02-18,31,1,バレンタインの定番曲 むこう100年「バレンタイン・キッス」説,,,,FALSE,,,,,,
2015-02-18,31,2,さすがのヨネスケでもカメラなしでは晩ごはん食べさせてもらえない説,,,,FALSE,,,,,,
2015-02-18,31,3,「箱の中身は何だろな？」クイズ王ならマジで当てられる説,,,,FALSE,,,,,,
2015-02-18,31,4,ジャイアント白田と篠原信一 そっくりだから何かと互角説,,,,FALSE,,,,,,
2015-03-04,32,1,携帯の予測変換「す」に絶対「すみません」入ってる説,,,,FALSE,,,,,,
2015-03-04,32,2,ウーマンラッシュアワー村本以上にコンビ解散してるクズいない説,,,,FALSE,,,,,,
2015-03-04,32,3,ボクサー じゃんけんの時 やっぱりグー出しがち説,,,,FALSE,,,,,,
2015-03-04,32,4,天龍源一郎以上のハスキーいない説,,,,FALSE,,,,,,
2015-03-11,33,1,オファーがないだけで人知れず眠ってる歌うまタレント存在する説,,,,FALSE,,,,,,
2015-03-11,33,2,外見の自己評価「上の上」って言う女子0人説,,,,FALSE,,,,,,
2015-03-11,33,3,プロ野球のヒーローインタビュー 第一声は必ず「そうですね」説,,,,FALSE,,,,,,
2015-03-11,33,4,網で上げて捕獲するやつ 落とし穴より面白い説,,,,FALSE,,,,,,
2015-03-18,34,1,パー子の笑い声を足したらVTR3割増しで面白くなる説,,,,FALSE,,,,,,
2015-04-15,35,1,面白いミックスルール対決 まだまだある説,,,,FALSE,,,,,,
2015-04-15,35,2,・ベン・ジョンソン vs お坊さん「正座100m走」,,,,FALSE,,,,,,
2015-04-15,35,3,・アーチェリー選手 vs ジョッキー「流鏑馬」,,,,FALSE,,,,,,
2015-04-15,35,4,・大食い日本一 vs ボウリング日本一「大食いボウリング」,,,,FALSE,,,,,,
2015-04-15,35,5,松本人志 メキシコからきた謎のマスクマンとしてプロレス会場に登場してもバレない説,,,,FALSE,,,,,,
2015-04-15,35,6,「結果発表」のコールが日本一上手いの浜田雅功説,,,,FALSE,,,,,,
2015-04-22,36,1,アスリートが仕掛け人のドッキリ 大根すぎて逆に面白いんじゃないか説,,,,FALSE,,,,,,
2015-04-22,36,2,大阪人でも本物そっくりの拳銃でバーンとやられたら さすがに「やられたー」とは言わない説,,,,FALSE,,,,,,
2015-04-22,36,3,年金貰ってるドレッドなどいない説,,,,FALSE,,,,,,
2015-04-22,36,4,オシャレ女子が首から下げてる一眼レフには雲・猫・ラテアートのいずれかの写真が入ってる説,,,,FALSE,,,,,,
2015-04-29,37,1,ホトトギス 肝心の鳴き声 誰も知らない説,,,,FALSE,,,,,,
2015-04-29,37,2,とにかく明るい安村の全裸に見えるポーズのネタ ものすごく太っている人なら穿いていなくても安心説,,,,FALSE,,,,,,
2015-04-29,37,3,最も足の臭い芸能人 ドクターフットに聞けば分かる説,,,,FALSE,,,,,,
2015-04-29,37,4,半チャーハン 半分より少ない説,,,,FALSE,,,,,,
2015-04-29,37,5,ハンチングを被ってる人 8割方ハゲてる説,,,,FALSE,,,,,,
2015-04-29,37,6,忘年会で使った日本エレキテル連合グッズ もう捨てられてる説,,,,FALSE,,,,,,
2015-04-29,37,7,誕生日ケーキのロウソク 80本が限界説,,,,FALSE,,,,,,
2015-04-29,37,8,ドリフのセット転換の曲をかけたら店の回転率上がる説,,,,FALSE,,,,,,
2015-04-29,37,9,サーティワンのダブル 同じ味で頼むヤツ0人説,,,,FALSE,,,,,,
2015-04-29,37,10,クールポコ。ネタをやり続ければマジで餅 完成する説,,,,FALSE,,,,,,
2015-04-29,37,11,SADSの「忘却の空」サビを一発で聞き取れる人 0人説,,,,FALSE,,,,,,
2015-04-29,37,12,ぼんちおさむ 溜めて言えば何でも面白い説,,,,FALSE,,,,,,
2015-04-29,37,13,小さい「ヮ」シークヮーサー以外に使い道ない説,,,,FALSE,,,,,,
2015-04-29,37,14,ヘッドスライディング 赤字説,,,,FALSE,,,,,,
2015-04-29,37,15,ネット検索のヒット数 最も多い芸人「和牛」説,,,,FALSE,,,,,,
2015-04-29,37,16,井森ダンス もう見られない説,,,,FALSE,,,,,,
2015-05-06,38,1,ドラマの電車と並走するシーン ベン・ジョンソンならホームの端まで並走できる説,,,,FALSE,,,,,,
2015-05-06,38,2,尼崎ならありとあらゆる芸人ランキングでダウンタウンが1位説,,,,FALSE,,,,,,
2015-05-06,38,3,オネエとオナベ 相撲をとったらトントン説,,,,FALSE,,,,,,
2015-05-06,38,4,受験で合格してテンションの上がった学生 勢いで何でも答えてくれる説,,,,FALSE,,,,,,
2015-05-20,39,1,有名人の身内 気をつけないと悪いモノマネ芸人にオレオレ詐欺で騙される説,,,,FALSE,,,,,,
2015-05-20,39,2,「早朝」をつけたら何でも面白くなる説,,,,FALSE,,,,,,
2015-05-20,39,3,ハライチのノリボケ漫才 漫才のフォーマットとして最強説,,,,FALSE,,,,,,
2015-05-20,39,4,とにかく明るい安村 全裸に見えるポーズで1日過ごせる説,,,,FALSE,,,,,,
2015-05-27,40,1,アントニーの相方 誰も知らない説,,,,FALSE,,,,,,
2015-05-27,40,2,松野明美を超える大根などいない説,,,,FALSE,,,,,,
2015-05-27,40,3,どんなアーティストにも外見を寄せにいってるファンいる説,,,,FALSE,,,,,,
2015-06-03,41,1,SNSを張り込んでいれば芸能人に会える説,,,,FALSE,,,,,,
2015-06-03,41,2,ごきげんよう大賞のトロフィー 絶対家に飾ってある説,,,,FALSE,,,,,,
2015-06-03,41,3,Tシャツに書いてある2ケタ数字 23が一番多い説,,,,FALSE,,,,,,
2015-06-03,41,4,天龍源一郎以上のハスキーいない説,,,,FALSE,,,,,,
2015-06-10,42,1,美人の変顔しょうもない説,Cute Japanese girls can't make funny faces.,,,TRUE,,,,,,
2015-06-10,42,2,オファーがないだけで人知れず眠ってる歌うまタレント まだまだ存在する説,,,,FALSE,,,,,,
2015-06-10,42,3,パンパンのリュック背負ってる社長 マジで0人説,,,,FALSE,,,,,,
2015-06-10,42,4,内陸国 海軍要らない説,,,,FALSE,,,,,,
2015-07-08,43,1,SASUKE 猿なら完全制覇できる説,,,,FALSE,,,,,,
2015-07-08,43,2,大食いミックスルール対決第3弾 「大食いクイズ」,,,,FALSE,,,,,,
2015-07-08,43,3,怪談のオチの定番「お前だー」一番上手いの大仁田厚説,,,,FALSE,,,,,,
2015-07-08,43,4,松本人志 ロシアのスパイ説,Is Matsumoto Hitoshi a Russian spy?,,,TRUE,,,,,,
2015-07-15,44,1,徳川慶喜を生で見た事がある人 まだギリこの世にいる説,,,,FALSE,,,,,,
2015-07-15,44,2,どんなプロにでも10人束になれば勝てる説,,,,FALSE,,,,,,
2015-07-15,44,3,ルー大柴 英語禁止ボウリング 最弱説,,,,FALSE,,,,,,
2015-07-15,44,4,すき家築地店でまぐろ丼頼むヤツ マジで0人説,,,,FALSE,,,,,,
2015-07-22,45,1,歌うま外国人なら日本人アーティストの歌モノマネも上手い説,,,,FALSE,,,,,,
2015-07-22,45,2,アスリート 日常生活にも競技の動きついつい出ちゃう説,,,,FALSE,,,,,,
2015-07-22,45,3,芸名に「くん」とか「ちゃん」が付く人 後輩からは「くん」とか「ちゃん」の部分を「さん」に変えて呼ばれてる説,,,,FALSE,,,,,,
2015-07-22,45,4,連続1位の記録 意外なモノにストップされてる説,,,,FALSE,,,,,,
2015-07-29,46,1,「あなたの奥さん誰に似てますか?」と聞かれた旦那の回答 基本 目線下げてくる説,,,,FALSE,,,,,,
2015-07-29,46,2,苗字と名前の組み合わせが絶妙な人 結婚が原因としか考えられない説,,,,FALSE,,,,,,
2015-07-29,46,3,関東の師匠の方が関西の師匠より面白い説,,,,FALSE,,,,,,
2015-08-05,47,1,知り合いで一番面白い人を紹介してもらっていくと最終的に松本人志にたどり着く説,,,,FALSE,,,,,,
2015-08-05,47,2,日本地図 四国がオーストラリアに変わっていても意外と気付かない説,,,,FALSE,,,,,,
2015-08-05,47,3,宇多田ヒカル/First Loveの「誰を思ってるんだろう」の部分 カラオケで全員「誰を思ってるんだはー」と歌う説,,,,FALSE,,,,,,
2015-08-05,47,4,一発ギャグ芸人 全員ひじとひざのギャグ持ってる説,,,,FALSE,,,,,,
2015-08-12,48,1,芸人が今までで一番面白かった瞬間は誰が見ても面白い説,,,,FALSE,,,,,,
2015-08-12,48,2,タマちゃんを見守る会 まだ見守ってる説,,,,FALSE,,,,,,
2015-08-12,48,3,夏の沖縄で日サロに行くヤツ どうかしてる説,,,,FALSE,,,,,,
2015-08-19,49,1,ゴミ屋敷の住人 意外と何がどこにあるか把握してる説,,,,FALSE,,,,,,
2015-08-19,49,2,人から借りパクしているモノ 最も多いのファミコンのカセット説,,,,FALSE,,,,,,
2015-08-19,49,3,暖房と冷房2台同時につけたら室温微動だにしない説,,,,FALSE,,,,,,
2015-08-19,49,4,アダルトショップから出てきて取材受けてくれる人 マジで0人説,,,,FALSE,,,,,,
2015-09-09,50,1,バラエティで一番こすられてる昔の写真 オレの説,,,,FALSE,,,,,,
2015-09-09,50,2,成城じゃないのに成城を名乗る図々しい店 山ほどある説,,,,FALSE,,,,,,
2015-09-09,50,3,きびだんごでは犬・猿・キジは手なずけられない説,,,,FALSE,,,,,,
2015-09-09,50,4,ミックスルール対決 「素潜りクイズ」,,,,FALSE,,,,,,
2015-09-16,51,1,下層YouTuber 地獄説,,,,FALSE,,,,,,
2015-09-16,51,2,早朝シリーズ第2弾「早朝十種」,,,,FALSE,,,,,,
2015-09-16,51,3,国道1号線に落ちてる服を拾いながら歩いたら名古屋くらいで全身揃う説,,,,FALSE,,,,,,
2015-09-30,52,1,番組ゆかりの隠れ歌うまメンバーによる「We Are The World」,,,,FALSE,,,,,,
2015-09-30,52,2,・オファーがないだけで人知れず眠ってる歌うまタレント存在する説,,,,FALSE,,,,,,
2015-09-30,52,3,・SASUKE 猿なら完全制覇できる説,,,,FALSE,,,,,,
2015-09-30,52,4,・ロメロスペシャル 整体中にかけられても気付かない説,,,,FALSE,,,,,,
2015-09-30,52,5,・歌うま外国人なら日本人アーティストの歌モノマネも上手い説,,,,FALSE,,,,,,
2015-09-30,52,6,・天龍源一郎以上のハスキーいない説(#032 2015.03.04),,,,FALSE,,,,,,
2015-09-30,52,7,・「早朝」をつけたら何でも面白くなる説,,,,FALSE,,,,,,
2015-10-07,53,1,ボビー・オロゴン 白くしたら〇〇にソックリ説,,,,FALSE,,,,,,
2015-10-07,53,2,ダンソンでホンモノの鹿 よってくるんじゃないか説,,,,FALSE,,,,,,
2015-10-07,53,3,腕時計を見る時 全員グー説,,,,FALSE,,,,,,
2015-10-07,53,4,内藤大助 DJ KOOに扮装して街を歩いてもバレない説,,,,FALSE,,,,,,
2015-10-07,53,5,「婆さんや」という爺さんいない説,,,,FALSE,,,,,,
2015-10-07,53,6,五木ひろし 握力強い説,,,,FALSE,,,,,,
2015-10-07,53,7,バールのようなもの バール説,,,,FALSE,,,,,,
2015-10-07,53,8,スタン・ハンセンのあの雄叫び 実は「ウィー」ではない説,,,,FALSE,,,,,,
2015-10-07,53,9,カラオケの女子十二楽坊 謎説,,,,FALSE,,,,,,
2015-10-07,53,10,ポール・マッカートニー 知らない人が見たらおばあさん説,,,,FALSE,,,,,,
2015-10-07,53,11,「田中」のハンコ ひっくり返したら「中田」でもいける説,,,,FALSE,,,,,,
2015-10-07,53,12,東京23区のぼっとん便所 絶滅説,,,,FALSE,,,,,,
2015-10-07,53,13,芸人の名前だけでいい感じの歌詞作れる説,,,,FALSE,,,,,,
2015-10-07,53,14,ポンセ さすがにもうマリオ感ない説,,,,FALSE,,,,,,
2015-10-07,53,15,リウマチに効かない温泉などない説,,,,FALSE,,,,,,
2015-10-07,53,16,富士サファリパークの歌の人 和田アキ子のモノマネメチャクチャ上手いんじゃないか説,,,,FALSE,,,,,,
2015-10-07,53,17,ウ〇コさん・チ〇コさん 存在する説,,,,FALSE,,,,,,
2015-10-28,54,1,美女と野獣のカップルはいるが その逆はいない説,,,,FALSE,,,,,,
2015-10-28,54,2,浜田の似顔絵を描かせたら全員くちびるを強調する説,,,,FALSE,,,,,,
2015-10-28,54,3,芸人のお馴染みのくだり 素人にフラれてもなんだかんだでやる説,,,,FALSE,,,,,,
2015-10-28,54,4,お試し特番のMC設定 「所長」が一番多い説,,,,FALSE,,,,,,
2015-11-04,55,1,女芸人の中で一番ビジネスキスしてるの私説,,,,FALSE,,,,,,
2015-11-04,55,2,UFOに連れ去られた人が集まれば もちろん答え一致する説,,,,FALSE,,,,,,
2015-11-04,55,3,アンパンマン風のグレーなパン 横行してる説,,,,FALSE,,,,,,
2015-11-04,55,4,横山ホットブラザーズを知らない世代にあの音を聞かせたら 絶対に「お前はアホか」には聞こえない説,,,,FALSE,,,,,,
2015-11-11,56,1,ハンマー投日本2位 誰も知らない説,,,,FALSE,,,,,,
2015-11-11,56,2,どんな美人でも免許証では7割の力しか出せない説,,,,FALSE,,,,,,
2015-11-11,56,3,矢沢ファン 基本 車のナンバー「830」にしてる説,,,,FALSE,,,,,,
2015-11-11,56,4,近年のプロレス 表現の幅 広がってる説,,,,FALSE,,,,,,
2015-11-25,57,1,2015年のハロウィン さすがにHGの仮装いない説,,,,FALSE,,,,,,
2015-11-25,57,2,芸人なのにエビの食レポで「プリプリ」使ったら終わり説,,,,FALSE,,,,,,
2015-11-25,57,3,ちくわぶとタージンの知名度 関東と関西でちょうど真逆の結果 出る説,,,,FALSE,,,,,,
2015-12-09,58,1,2015年 最も学園祭に呼ばれたの俺説,,,,FALSE,,,,,,
2015-12-09,58,2,帰巣本能 ハトよりヒトの方が優れてる説,Humans have a better homing instinct than pigeons.,,,TRUE,,,,,,
2015-12-09,58,3,水族館の水槽 ウニの代わりに栗が入っていても気付かない説,,,,FALSE,,,,,,
2015-12-16,59,1,芸能人 自分のLINEスタンプ一応持ってる説,,,,FALSE,,,,,,
2015-12-16,59,2,プレゼントで一番喜ぶ子供 ウチの子供説,,,,FALSE,,,,,,
2015-12-16,59,3,大事にされていない歴史的な場所 意外とある説,,,,FALSE,,,,,,
2016-01-02,60,1,2015年 一番ドッキリにかけられたの俺説,,,,FALSE,,,,,,
2016-01-02,60,2,荒れる成人に童貞いない説,,,,FALSE,,,,,,
2016-01-02,60,3,カラオケボックスで年越しする客 新年一発目はやっぱり盛り上がる曲説,,,,FALSE,,,,,,
2016-01-02,60,4,ウ○コさん・チ○コさん 存在する説,,,,FALSE,,,,,,
2016-01-02,60,5,クロちゃん TBSの連ドラ出演が決まってメチャクチャ勘ぐってる説,,,,FALSE,,,,,,
2016-02-03,61,1,松野明美 何でも信じる説,,,,FALSE,,,,,,
2016-02-03,61,2,7つの言語経由したら さすがに話の意味変わってくる説,,,,FALSE,,,,,,
