,folder,channel,type,filename,path,subbed,language,name,filetype,hardsub,episode,permalink,name_en,date,segment,name_ja,episode_id,date_id,peertubeid,cct_id,newpath,uploaded,langcheck,in_en,subs_burnt
10,subbed,ashitagaarusa,episode,#11.mp4,subbed/ashitagaarusa/episode/#11.mp4,True,en,#11,mp4,False,11,11-1-en,,2001-06-30,0,nan,ashitagaarusa11_0,,ashitagaarusa-11-1-en,ashitagaarusa_20010630_11_0,episode/ashitagaarusa_20010630_11_0_en.mp4,True,ashitagaarusa2001-06-30,True,True
11,subbed,chikichikipikku,clip,Anno Hideaki and Matsumoto Hitoshi Fireside Chat.m4v,subbed/chikichikipikku/clip/Anno Hideaki and Matsumoto Hitoshi Fireside Chat.m4v,True,en,Anno Hideaki and Matsumoto Hitoshi Fireside Chat,m4v,False,,Anno Hideaki and Matsumoto Hitoshi Fireside Chat-en,Anno Hideaki and Matsumoto Hitoshi Fireside Chat,,0,,,,chikichikipikku-Anno Hideaki and Matsumoto Hitoshi Fireside Chat-en,,clip/chikichikipikku_Anno Hideaki and Matsumoto Hitoshi Fireside Chat_en.m4v,True,,True,True
12,subbed,chikichikipikku,clip,Anno Hideaki and Matsumoto Hitoshi Fireside Chat.mp4,subbed/chikichikipikku/clip/Anno Hideaki and Matsumoto Hitoshi Fireside Chat.mp4,True,en,Anno Hideaki and Matsumoto Hitoshi Fireside Chat,mp4,False,,Anno Hideaki and Matsumoto Hitoshi Fireside Chat-en,Anno Hideaki and Matsumoto Hitoshi Fireside Chat,,0,,,,chikichikipikku-Anno Hideaki and Matsumoto Hitoshi Fireside Chat-en,,clip/chikichikipikku_Anno Hideaki and Matsumoto Hitoshi Fireside Chat_en.mp4,True,,True,True
13,subbed,chikichikipikku,clip,Legendary Day - Downtown Manzai.mkv,subbed/chikichikipikku/clip/Legendary Day - Downtown Manzai.mkv,True,en,Legendary Day - Downtown Manzai,mkv,True,,Legendary Day - Downtown Manzai-en,Legendary Day - Downtown Manzai,,0,,,,chikichikipikku-Legendary Day - Downtown Manzai-en,,clip/chikichikipikku_Legendary Day - Downtown Manzai_en.mkv,True,,True,True
14,subbed,chikichikipikku,clip,Legendary Day - Downtown Manzai.mp4,subbed/chikichikipikku/clip/Legendary Day - Downtown Manzai.mp4,True,en,Legendary Day - Downtown Manzai,mp4,False,,Legendary Day - Downtown Manzai-en,Legendary Day - Downtown Manzai,,0,,,,chikichikipikku-Legendary Day - Downtown Manzai-en,,clip/chikichikipikku_Legendary Day - Downtown Manzai_en.mp4,True,,True,True
15,subbed,chikichikipikku,clip,Professional - Matsumoto Hitoshi.avi,subbed/chikichikipikku/clip/Professional - Matsumoto Hitoshi.avi,True,en,Professional - Matsumoto Hitoshi,avi,False,,Professional - Matsumoto Hitoshi-en,Professional - Matsumoto Hitoshi,,0,,,,chikichikipikku-Professional - Matsumoto Hitoshi-en,,clip/chikichikipikku_Professional - Matsumoto Hitoshi_en.avi,True,,True,True
16,subbed,chikichikipikku,clip,Professional - Matsumoto Hitoshi.mp4,subbed/chikichikipikku/clip/Professional - Matsumoto Hitoshi.mp4,True,en,Professional - Matsumoto Hitoshi,mp4,False,,Professional - Matsumoto Hitoshi-en,Professional - Matsumoto Hitoshi,,0,,,,chikichikipikku-Professional - Matsumoto Hitoshi-en,,clip/chikichikipikku_Professional - Matsumoto Hitoshi_en.mp4,True,,True,True
17,subbed,chikichikipikku,clip,Yoshimoto Golden Biographies - Cocorico.mkv,subbed/chikichikipikku/clip/Yoshimoto Golden Biographies - Cocorico.mkv,True,en,Yoshimoto Golden Biographies - Cocorico,mkv,True,,Yoshimoto Golden Biographies - Cocorico-en,Yoshimoto Golden Biographies - Cocorico,,0,,,,chikichikipikku-Yoshimoto Golden Biographies - Cocorico-en,,clip/chikichikipikku_Yoshimoto Golden Biographies - Cocorico_en.mkv,True,,True,True
18,subbed,chikichikipikku,clip,Yoshimoto Golden Biographies - Cocorico.mp4,subbed/chikichikipikku/clip/Yoshimoto Golden Biographies - Cocorico.mp4,True,en,Yoshimoto Golden Biographies - Cocorico,mp4,False,,Yoshimoto Golden Biographies - Cocorico-en,Yoshimoto Golden Biographies - Cocorico,,0,,,,chikichikipikku-Yoshimoto Golden Biographies - Cocorico-en,,clip/chikichikipikku_Yoshimoto Golden Biographies - Cocorico_en.mp4,True,,True,True
19,subbed,chikichikipikku,feature,Big Man Japan.mkv,subbed/chikichikipikku/feature/Big Man Japan.mkv,True,en,Big Man Japan,mkv,True,,,,,0,,,,,,,True,,True,False
20,subbed,chikichikipikku,feature,Minna no Ie.avi,subbed/chikichikipikku/feature/Minna no Ie.avi,True,en,Minna no Ie,avi,False,,,,,0,,,,,,,True,,True,False
21,subbed,chikichikipikku,feature,R100.mkv,subbed/chikichikipikku/feature/R100.mkv,True,en,R100,mkv,True,,,,,0,,,,,,,True,,True,False
22,subbed,chikichikipikku,feature,Scabbard Samurai.mkv,subbed/chikichikipikku/feature/Scabbard Samurai.mkv,True,en,Scabbard Samurai,mkv,True,,,,,0,,,,,,,True,,True,False
23,subbed,chikichikipikku,feature,Symbol.mkv,subbed/chikichikipikku/feature/Symbol.mkv,True,en,Symbol,mkv,True,,,,,0,,,,,,,True,,True,False
24,subbed,cocorico,clip,DO NOT OPEN.mkv,subbed/cocorico/clip/DO NOT OPEN.mkv,True,en,DO NOT OPEN,mkv,True,,DO NOT OPEN-en,,,0,,,,cocorico-DO NOT OPEN-en,,clip/cocorico_DO NOT OPEN_en.mkv,True,,True,True
25,subbed,cocorico,clip,DO NOT OPEN.mp4,subbed/cocorico/clip/DO NOT OPEN.mp4,True,en,DO NOT OPEN,mp4,False,,DO NOT OPEN-en,,,0,,,,cocorico-DO NOT OPEN-en,,clip/cocorico_DO NOT OPEN_en.mp4,True,,True,True
26,subbed,cocorico,clip,I Dont Know What Im Feeling.mkv,subbed/cocorico/clip/I Dont Know What Im Feeling.mkv,True,en,I Dont Know What Im Feeling,mkv,True,,I Dont Know What Im Feeling-en,,,0,,,,cocorico-I Dont Know What Im Feeling-en,,clip/cocorico_I Dont Know What Im Feeling_en.mkv,True,,True,True
27,subbed,cocorico,clip,I Dont Know What Im Feeling.mp4,subbed/cocorico/clip/I Dont Know What Im Feeling.mp4,True,en,I Dont Know What Im Feeling,mp4,False,,I Dont Know What Im Feeling-en,,,0,,,,cocorico-I Dont Know What Im Feeling-en,,clip/cocorico_I Dont Know What Im Feeling_en.mp4,True,,True,True
28,subbed,cocorico,clip,Whats the Main Dish Today - Mapo Tofu.mkv,subbed/cocorico/clip/Whats the Main Dish Today - Mapo Tofu.mkv,True,en,Whats the Main Dish Today - Mapo Tofu,mkv,True,,Whats the Main Dish Today - Mapo Tofu-en,,,0,,,,cocorico-Whats the Main Dish Today - Mapo Tofu-en,,clip/cocorico_Whats the Main Dish Today - Mapo Tofu_en.mkv,True,,True,True
29,subbed,cocorico,clip,Whats the Main Dish Today - Mapo Tofu.mp4,subbed/cocorico/clip/Whats the Main Dish Today - Mapo Tofu.mp4,True,en,Whats the Main Dish Today - Mapo Tofu,mp4,False,,Whats the Main Dish Today - Mapo Tofu-en,,,0,,,,cocorico-Whats the Main Dish Today - Mapo Tofu-en,,clip/cocorico_Whats the Main Dish Today - Mapo Tofu_en.mp4,True,,True,True
30,subbed,documental,episode,S02E04 - Time Is Running Out.mp4,subbed/documental/episode/S02E04 - Time Is Running Out.mp4,True,en,S02E04 - Time Is Running Out,mp4,False,S02E04,S02E04-1-en,Time Is Running Out,2017-05-17,0,nan,documentalS02E04_0,,documental-S02E04-1-en,documental_20170517_S02E04_0,episode/documental_20170517_S02E04_0_en.mp4,True,documental2017-05-17,True,True
31,subbed,documental,episode,S02E05 - The Ultimate Victor.mkv,subbed/documental/episode/S02E05 - The Ultimate Victor.mkv,True,en,S02E05 - The Ultimate Victor,mkv,True,S02E05,S02E05-1-en,The Ultimate Victor,2017-05-24,0,nan,documentalS02E05_0,,documental-S02E05-1-en,documental_20170524_S02E05_0,episode/documental_20170524_S02E05_0_en.mkv,True,documental2017-05-24,True,True
32,subbed,documental,episode,S02E05 - The Ultimate Victor.mp4,subbed/documental/episode/S02E05 - The Ultimate Victor.mp4,True,en,S02E05 - The Ultimate Victor,mp4,False,S02E05,S02E05-1-en,The Ultimate Victor,2017-05-24,0,nan,documentalS02E05_0,,documental-S02E05-1-en,documental_20170524_S02E05_0,episode/documental_20170524_S02E05_0_en.mp4,True,documental2017-05-24,True,True
33,subbed,documental,episode,S03E01 - New Challengers.mkv,subbed/documental/episode/S03E01 - New Challengers.mkv,True,en,S03E01 - New Challengers,mkv,True,S03E01,S03E01-1-en,New Challengers,2017-08-02,0,nan,documentalS03E01_0,,documental-S03E01-1-en,documental_20170802_S03E01_0,episode/documental_20170802_S03E01_0_en.mkv,True,documental2017-08-02,True,True
34,subbed,documental,episode,S03E01 - New Challengers.mp4,subbed/documental/episode/S03E01 - New Challengers.mp4,True,en,S03E01 - New Challengers,mp4,False,S03E01,S03E01-1-en,New Challengers,2017-08-02,0,nan,documentalS03E01_0,,documental-S03E01-1-en,documental_20170802_S03E01_0,episode/documental_20170802_S03E01_0_en.mp4,True,documental2017-08-02,True,True
35,subbed,documental,episode,S03E02 - Technical Compensation.mkv,subbed/documental/episode/S03E02 - Technical Compensation.mkv,True,en,S03E02 - Technical Compensation,mkv,True,S03E02,S03E02-1-en,Technical Compensation,2017-08-09,0,nan,documentalS03E02_0,,documental-S03E02-1-en,documental_20170809_S03E02_0,episode/documental_20170809_S03E02_0_en.mkv,True,documental2017-08-09,True,True
36,subbed,documental,episode,S03E02 - Technical Compensation.mp4,subbed/documental/episode/S03E02 - Technical Compensation.mp4,True,en,S03E02 - Technical Compensation,mp4,False,S03E02,S03E02-1-en,Technical Compensation,2017-08-09,0,nan,documentalS03E02_0,,documental-S03E02-1-en,documental_20170809_S03E02_0,episode/documental_20170809_S03E02_0_en.mp4,True,documental2017-08-09,True,True
37,subbed,documental,episode,S03E03 - Mental Battle.mkv,subbed/documental/episode/S03E03 - Mental Battle.mkv,True,en,S03E03 - Mental Battle,mkv,True,S03E03,S03E03-1-en,Mental Battle,2017-08-16,0,nan,documentalS03E03_0,,documental-S03E03-1-en,documental_20170816_S03E03_0,episode/documental_20170816_S03E03_0_en.mkv,True,documental2017-08-16,True,True
38,subbed,documental,episode,S03E03 - Mental Battle.mp4,subbed/documental/episode/S03E03 - Mental Battle.mp4,True,en,S03E03 - Mental Battle,mp4,False,S03E03,S03E03-1-en,Mental Battle,2017-08-16,0,nan,documentalS03E03_0,,documental-S03E03-1-en,documental_20170816_S03E03_0,episode/documental_20170816_S03E03_0_en.mp4,True,documental2017-08-16,True,True
39,subbed,documental,episode,S03E04 - Zombie Time Invocation.mkv,subbed/documental/episode/S03E04 - Zombie Time Invocation.mkv,True,en,S03E04 - Zombie Time Invocation,mkv,True,S03E04,S03E04-1-en,Zombie Time Invocation,2017-08-23,0,nan,documentalS03E04_0,,documental-S03E04-1-en,documental_20170823_S03E04_0,episode/documental_20170823_S03E04_0_en.mkv,True,documental2017-08-23,True,True
40,subbed,documental,episode,S03E04 - Zombie Time Invocation.mp4,subbed/documental/episode/S03E04 - Zombie Time Invocation.mp4,True,en,S03E04 - Zombie Time Invocation,mp4,False,S03E04,S03E04-1-en,Zombie Time Invocation,2017-08-23,0,nan,documentalS03E04_0,,documental-S03E04-1-en,documental_20170823_S03E04_0,episode/documental_20170823_S03E04_0_en.mp4,True,documental2017-08-23,True,True
41,subbed,documental,episode,S03E05 - Way of Victory.mkv,subbed/documental/episode/S03E05 - Way of Victory.mkv,True,en,S03E05 - Way of Victory,mkv,True,S03E05,S03E05-1-en,Way of Victory,2017-08-30,0,nan,documentalS03E05_0,,documental-S03E05-1-en,documental_20170830_S03E05_0,episode/documental_20170830_S03E05_0_en.mkv,True,documental2017-08-30,True,True
42,subbed,documental,episode,S03E05 - Way of Victory.mp4,subbed/documental/episode/S03E05 - Way of Victory.mp4,True,en,S03E05 - Way of Victory,mp4,False,S03E05,S03E05-1-en,Way of Victory,2017-08-30,0,nan,documentalS03E05_0,,documental-S03E05-1-en,documental_20170830_S03E05_0,episode/documental_20170830_S03E05_0_en.mp4,True,documental2017-08-30,True,True
43,subbed,documental,episode,S05E03 - Battle of the Edge.mp4,subbed/documental/episode/S05E03 - Battle of the Edge.mp4,True,en,S05E03 - Battle of the Edge,mp4,False,S05E03,S05E03-1-en,Battle of the Edge,2018-04-20,0,nan,documentalS05E03_0,,documental-S05E03-1-en,documental_20180420_S05E03_0,episode/documental_20180420_S05E03_0_en.mp4,True,documental2018-04-20,True,True
44,subbed,documental,episode,S05E04 - Lethal Weapon.mkv,subbed/documental/episode/S05E04 - Lethal Weapon.mkv,True,en,S05E04 - Lethal Weapon,mkv,True,S05E04,S05E04-1-en,Lethal Weapon,2018-04-20,0,nan,documentalS05E04_0,,documental-S05E04-1-en,documental_20180420_S05E04_0,episode/documental_20180420_S05E04_0_en.mkv,True,documental2018-04-20,True,True
45,subbed,documental,episode,S05E04 - Lethal Weapon.mp4,subbed/documental/episode/S05E04 - Lethal Weapon.mp4,True,en,S05E04 - Lethal Weapon,mp4,False,S05E04,S05E04-1-en,Lethal Weapon,2018-04-20,0,nan,documentalS05E04_0,,documental-S05E04-1-en,documental_20180420_S05E04_0,episode/documental_20180420_S05E04_0_en.mp4,True,documental2018-04-20,True,True
46,subbed,documental,episode,S05E05 - Laughing at the End.mkv,subbed/documental/episode/S05E05 - Laughing at the End.mkv,True,en,S05E05 - Laughing at the End,mkv,True,S05E05,S05E05-1-en,Laughing at the End,2018-04-20,0,nan,documentalS05E05_0,,documental-S05E05-1-en,documental_20180420_S05E05_0,episode/documental_20180420_S05E05_0_en.mkv,True,documental2018-04-20,True,True
47,subbed,documental,episode,S05E05 - Laughing at the End.mp4,subbed/documental/episode/S05E05 - Laughing at the End.mp4,True,en,S05E05 - Laughing at the End,mp4,False,S05E05,S05E05-1-en,Laughing at the End,2018-04-20,0,nan,documentalS05E05_0,,documental-S05E05-1-en,documental_20180420_S05E05_0,episode/documental_20180420_S05E05_0_en.mp4,True,documental2018-04-20,True,True
48,subbed,documental,episode,S06E01 - Unprecedented Challenger.mkv,subbed/documental/episode/S06E01 - Unprecedented Challenger.mkv,True,en,S06E01 - Unprecedented Challenger,mkv,True,S06E01,S06E01-1-en,Unprecedented Challenger,2018-11-30,0,nan,documentalS06E01_0,,documental-S06E01-1-en,documental_20181130_S06E01_0,episode/documental_20181130_S06E01_0_en.mkv,True,documental2018-11-30,True,True
49,subbed,documental,episode,S06E01 - Unprecedented Challenger.mp4,subbed/documental/episode/S06E01 - Unprecedented Challenger.mp4,True,en,S06E01 - Unprecedented Challenger,mp4,False,S06E01,S06E01-1-en,Unprecedented Challenger,2018-11-30,0,nan,documentalS06E01_0,,documental-S06E01-1-en,documental_20181130_S06E01_0,episode/documental_20181130_S06E01_0_en.mp4,True,documental2018-11-30,True,True
50,subbed,documental,episode,S06E02 - Auns Breath.mkv,subbed/documental/episode/S06E02 - Auns Breath.mkv,True,en,S06E02 - Auns Breath,mkv,True,S06E02,S06E02-1-en,Auns Breath,2018-11-30,0,nan,documentalS06E02_0,,documental-S06E02-1-en,documental_20181130_S06E02_0,episode/documental_20181130_S06E02_0_en.mkv,True,documental2018-11-30,True,True
51,subbed,documental,episode,S06E02 - Auns Breath.mp4,subbed/documental/episode/S06E02 - Auns Breath.mp4,True,en,S06E02 - Auns Breath,mp4,False,S06E02,S06E02-1-en,Auns Breath,2018-11-30,0,nan,documentalS06E02_0,,documental-S06E02-1-en,documental_20181130_S06E02_0,episode/documental_20181130_S06E02_0_en.mp4,True,documental2018-11-30,True,True
52,subbed,documental,episode,S06E03 - Mouse in the Bag.mkv,subbed/documental/episode/S06E03 - Mouse in the Bag.mkv,True,en,S06E03 - Mouse in the Bag,mkv,True,S06E03,S06E03-1-en,Mouse in the Bag,2018-11-30,0,nan,documentalS06E03_0,,documental-S06E03-1-en,documental_20181130_S06E03_0,episode/documental_20181130_S06E03_0_en.mkv,True,documental2018-11-30,True,True
53,subbed,documental,episode,S06E03 - Mouse in the Bag.mp4,subbed/documental/episode/S06E03 - Mouse in the Bag.mp4,True,en,S06E03 - Mouse in the Bag,mp4,False,S06E03,S06E03-1-en,Mouse in the Bag,2018-11-30,0,nan,documentalS06E03_0,,documental-S06E03-1-en,documental_20181130_S06E03_0,episode/documental_20181130_S06E03_0_en.mp4,True,documental2018-11-30,True,True
54,subbed,documental,episode,S06E04 - Dead Heat.mkv,subbed/documental/episode/S06E04 - Dead Heat.mkv,True,en,S06E04 - Dead Heat,mkv,True,S06E04,S06E04-1-en,Dead Heat,2018-11-30,0,nan,documentalS06E04_0,,documental-S06E04-1-en,documental_20181130_S06E04_0,episode/documental_20181130_S06E04_0_en.mkv,True,documental2018-11-30,True,True
55,subbed,documental,episode,S06E04 - Dead Heat.mp4,subbed/documental/episode/S06E04 - Dead Heat.mp4,True,en,S06E04 - Dead Heat,mp4,False,S06E04,S06E04-1-en,Dead Heat,2018-11-30,0,nan,documentalS06E04_0,,documental-S06E04-1-en,documental_20181130_S06E04_0,episode/documental_20181130_S06E04_0_en.mp4,True,documental2018-11-30,True,True
56,subbed,documental,episode,S07E01 - Champion vs Champion.mkv,subbed/documental/episode/S07E01 - Champion vs Champion.mkv,True,en,S07E01 - Champion vs Champion,mkv,True,S07E01,S07E01-1-en,Champion vs Champion,2019-04-26,0,nan,documentalS07E01_0,,documental-S07E01-1-en,documental_20190426_S07E01_0,episode/documental_20190426_S07E01_0_en.mkv,True,documental2019-04-26,True,True
57,subbed,documental,episode,S01E01 - 10 Brave Participants.mkv,subbed/documental/episode/S01E01 - 10 Brave Participants.mkv,True,en,S01E01 - 10 Brave Participants,mkv,True,S01E01,S01E01-1-en,10 Brave Participants,2016-11-30,0,nan,documentalS01E01_0,,documental-S01E01-1-en,documental_20161130_S01E01_0,episode/documental_20161130_S01E01_0_en.mkv,True,documental2016-11-30,True,True
58,subbed,documental,episode,S01E01 - 10 Brave Participants.mp4,subbed/documental/episode/S01E01 - 10 Brave Participants.mp4,True,en,S01E01 - 10 Brave Participants,mp4,False,S01E01,S01E01-1-en,10 Brave Participants,2016-11-30,0,nan,documentalS01E01_0,,documental-S01E01-1-en,documental_20161130_S01E01_0,episode/documental_20161130_S01E01_0_en.mp4,True,documental2016-11-30,True,True
59,subbed,documental,episode,S01E02 - First Dropout.mkv,subbed/documental/episode/S01E02 - First Dropout.mkv,True,en,S01E02 - First Dropout,mkv,True,S01E02,S01E02-1-en,First Dropout,2016-12-07,0,nan,documentalS01E02_0,,documental-S01E02-1-en,documental_20161207_S01E02_0,episode/documental_20161207_S01E02_0_en.mkv,True,documental2016-12-07,True,True
60,subbed,documental,episode,S01E02 - First Dropout.mp4,subbed/documental/episode/S01E02 - First Dropout.mp4,True,en,S01E02 - First Dropout,mp4,False,S01E02,S01E02-1-en,First Dropout,2016-12-07,0,nan,documentalS01E02_0,,documental-S01E02-1-en,documental_20161207_S01E02_0,episode/documental_20161207_S01E02_0_en.mp4,True,documental2016-12-07,True,True
61,subbed,documental,episode,S01E03 - More Dropouts.mkv,subbed/documental/episode/S01E03 - More Dropouts.mkv,True,en,S01E03 - More Dropouts,mkv,True,S01E03,S01E03-1-en,More Dropouts,2016-12-14,0,nan,documentalS01E03_0,,documental-S01E03-1-en,documental_20161214_S01E03_0,episode/documental_20161214_S01E03_0_en.mkv,True,documental2016-12-14,True,True
62,subbed,documental,episode,S01E03 - More Dropouts.mp4,subbed/documental/episode/S01E03 - More Dropouts.mp4,True,en,S01E03 - More Dropouts,mp4,False,S01E03,S01E03-1-en,More Dropouts,2016-12-14,0,nan,documentalS01E03_0,,documental-S01E03-1-en,documental_20161214_S01E03_0,episode/documental_20161214_S01E03_0_en.mp4,True,documental2016-12-14,True,True
63,subbed,documental,episode,S01E04 - Death Match.mkv,subbed/documental/episode/S01E04 - Death Match.mkv,True,en,S01E04 - Death Match,mkv,True,S01E04,S01E04-1-en,Death Match,2016-12-21,0,nan,documentalS01E04_0,,documental-S01E04-1-en,documental_20161221_S01E04_0,episode/documental_20161221_S01E04_0_en.mkv,True,documental2016-12-21,True,True
64,subbed,documental,episode,S01E04 - Death Match.mp4,subbed/documental/episode/S01E04 - Death Match.mp4,True,en,S01E04 - Death Match,mp4,False,S01E04,S01E04-1-en,Death Match,2016-12-21,0,nan,documentalS01E04_0,,documental-S01E04-1-en,documental_20161221_S01E04_0,episode/documental_20161221_S01E04_0_en.mp4,True,documental2016-12-21,True,True
65,subbed,documental,episode,S02E01 - The Beginning of a New Fight.mkv,subbed/documental/episode/S02E01 - The Beginning of a New Fight.mkv,True,en,S02E01 - The Beginning of a New Fight,mkv,True,S02E01,S02E01-1-en,The Beginning of a New Fight,2017-04-26,0,nan,documentalS02E01_0,,documental-S02E01-1-en,documental_20170426_S02E01_0,episode/documental_20170426_S02E01_0_en.mkv,True,documental2017-04-26,True,True
66,subbed,documental,episode,S02E01 - The Beginning of a New Fight.mp4,subbed/documental/episode/S02E01 - The Beginning of a New Fight.mp4,True,en,S02E01 - The Beginning of a New Fight,mp4,False,S02E01,S02E01-1-en,The Beginning of a New Fight,2017-04-26,0,nan,documentalS02E01_0,,documental-S02E01-1-en,documental_20170426_S02E01_0,episode/documental_20170426_S02E01_0_en.mp4,True,documental2017-04-26,True,True
67,subbed,documental,episode,S02E02 - A Fierce Battle.mkv,subbed/documental/episode/S02E02 - A Fierce Battle.mkv,True,en,S02E02 - A Fierce Battle,mkv,True,S02E02,S02E02-1-en,A Fierce Battle,2017-05-03,0,nan,documentalS02E02_0,,documental-S02E02-1-en,documental_20170503_S02E02_0,episode/documental_20170503_S02E02_0_en.mkv,True,documental2017-05-03,True,True
68,subbed,documental,episode,S02E02 - A Fierce Battle.mp4,subbed/documental/episode/S02E02 - A Fierce Battle.mp4,True,en,S02E02 - A Fierce Battle,mp4,False,S02E02,S02E02-1-en,A Fierce Battle,2017-05-03,0,nan,documentalS02E02_0,,documental-S02E02-1-en,documental_20170503_S02E02_0,episode/documental_20170503_S02E02_0_en.mp4,True,documental2017-05-03,True,True
69,subbed,documental,episode,S02E03 - A Small Window.mkv,subbed/documental/episode/S02E03 - A Small Window.mkv,True,en,S02E03 - A Small Window,mkv,True,S02E03,S02E03-1-en,A Small Window,2017-05-10,0,nan,documentalS02E03_0,,documental-S02E03-1-en,documental_20170510_S02E03_0,episode/documental_20170510_S02E03_0_en.mkv,True,documental2017-05-10,True,True
70,subbed,documental,episode,S02E03 - A Small Window.mp4,subbed/documental/episode/S02E03 - A Small Window.mp4,True,en,S02E03 - A Small Window,mp4,False,S02E03,S02E03-1-en,A Small Window,2017-05-10,0,nan,documentalS02E03_0,,documental-S02E03-1-en,documental_20170510_S02E03_0,episode/documental_20170510_S02E03_0_en.mp4,True,documental2017-05-10,True,True
71,subbed,documental,episode,S04E01 - An Unexpected Challenger.mp4,subbed/documental/episode/S04E01 - An Unexpected Challenger.mp4,True,en,S04E01 - An Unexpected Challenger,mp4,False,S04E01,S04E01-1-en,An Unexpected Challenger,2021-06-04,0,nan,documentalS04E01_0,,documental-S04E01-1-en,documental_20210604_S04E01_0,episode/documental_20210604_S04E01_0_en.mp4,True,documental2021-06-04,True,True
72,subbed,documental,episode,S04E02 - Consecutive Penalty Cards.mkv,subbed/documental/episode/S04E02 - Consecutive Penalty Cards.mkv,True,en,S04E02 - Consecutive Penalty Cards,mkv,True,S04E02,S04E02-1-en,Consecutive Penalty Cards,2021-06-04,0,nan,documentalS04E02_0,,documental-S04E02-1-en,documental_20210604_S04E02_0,episode/documental_20210604_S04E02_0_en.mkv,True,documental2021-06-04,True,True
73,subbed,documental,episode,S04E02 - Consecutive Penalty Cards.mp4,subbed/documental/episode/S04E02 - Consecutive Penalty Cards.mp4,True,en,S04E02 - Consecutive Penalty Cards,mp4,False,S04E02,S04E02-1-en,Consecutive Penalty Cards,2021-06-04,0,nan,documentalS04E02_0,,documental-S04E02-1-en,documental_20210604_S04E02_0,episode/documental_20210604_S04E02_0_en.mp4,True,documental2021-06-04,True,True
